Gene Name	UniProt	GeneID	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
TSPAN4	O14817	7106	2 - putative	TRUE	FALSE	FALSE	TRUE	2
TNFRSF13B	O14836	23495	2 - putative	TRUE	TRUE	FALSE	TRUE	3
FFAR1	O14842	2864		TRUE	FALSE	FALSE	TRUE	1
FFAR3	O14843	2865		TRUE	FALSE	FALSE	TRUE	1
TM4SF5	O14894	9032		TRUE	FALSE	FALSE	TRUE	1
PCDH17	O14917	27253	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
NCR3	O14931	259197	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
EREG	O14944	2069		TRUE	FALSE	FALSE	TRUE	1
PLXNB2	O15031	23654	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CEP290	O15078	80184		FALSE	TRUE	FALSE	FALSE	1
NPC1	O15118	4864	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
MUSK	O15146	4593		TRUE	FALSE	FALSE	TRUE	1
LDLRAD4	O15165	753		TRUE	FALSE	FALSE	FALSE	1
EPHB6	O15197	2051		TRUE	FALSE	FALSE	TRUE	1
GPR182	O15218	11318		TRUE	FALSE	FALSE	TRUE	1
LAMA5	O15230	3911	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
SLC22A2	O15244	6582		TRUE	FALSE	FALSE	TRUE	1
SLC22A1	O15245	6580		TRUE	FALSE	FALSE	TRUE	1
RER1	O15258	11079		FALSE	FALSE	TRUE	TRUE	1
GRM6	O15303	2916		TRUE	FALSE	FALSE	TRUE	1
TM9SF1	O15321	10548	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
GPR37	O15354	2861		TRUE	FALSE	FALSE	TRUE	1
SLC16A4	O15374	9122		TRUE	FALSE	FALSE	TRUE	1
SLC16A5	O15375	9121		TRUE	FALSE	FALSE	TRUE	1
SIGLEC5	O15389	8778	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
NCAM2	O15394	4685	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
GRIN2D	O15399	2906		TRUE	FALSE	FALSE	TRUE	1
STX7	O15400	8417		FALSE	TRUE	FALSE	TRUE	1
SLC16A6	O15403	9120		TRUE	FALSE	FALSE	TRUE	1
SLC31A1	O15431	1317		TRUE	FALSE	FALSE	TRUE	1
ABCC3	O15438	8714		TRUE	FALSE	FALSE	TRUE	1
ABCC4	O15439	10257	2 - putative	TRUE	FALSE	TRUE	TRUE	3
ABCC5	O15440	10057	2 - putative	TRUE	FALSE	FALSE	TRUE	2
TLR3	O15455	7098	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P4HA2	O15460	8974	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
CAPN5	O15484	726		FALSE	FALSE	TRUE	FALSE	1
FGF10	O15520	2255		FALSE	TRUE	TRUE	TRUE	2
GPR42	O15529	2866		TRUE	FALSE	FALSE	TRUE	1
RS1	O15537	6247		FALSE	TRUE	FALSE	TRUE	1
P2RX6	O15547	9127		TRUE	FALSE	FALSE	TRUE	1
CLDN3	O15551	1365		TRUE	FALSE	FALSE	TRUE	1
FFAR2	O15552	2867		TRUE	FALSE	FALSE	TRUE	1
ERVK-18	O42043;P63123;Q9QC07			TRUE	FALSE	FALSE	TRUE	1
FLRT2	O43155	23768	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PLXNB1	O43157	5364	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ADAM12	O43184	8038	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
IRAK2	O43187	3656		FALSE	TRUE	FALSE	TRUE	1
MLNR	O43193	2862		TRUE	FALSE	FALSE	TRUE	1
GPR39	O43194	2863	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SLC7A4	O43246	6545		TRUE	FALSE	FALSE	FALSE	1
TREH	O43280	11181		TRUE	FALSE	FALSE	TRUE	1
B4GALT5	O43286	9334	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
SPINT2	O43291	10653		TRUE	FALSE	FALSE	TRUE	1
TGFB1I1	O43294	7041		FALSE	TRUE	FALSE	TRUE	1
LRRTM2	O43300	26045		TRUE	FALSE	FALSE	TRUE	1
ADCY6	O43306	112	2 - putative	TRUE	FALSE	FALSE	TRUE	2
MTSS1	O43312	9788		FALSE	TRUE	FALSE	FALSE	1
AQP9	O43315	366		TRUE	FALSE	FALSE	TRUE	1
GRID2	O43424	2895		TRUE	FALSE	FALSE	TRUE	1
MBTPS2	O43462	51360	2 - putative	FALSE	FALSE	FALSE	FALSE	1
PROM1	O43490	8842	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TGOLN2	O43493	10618		TRUE	FALSE	FALSE	TRUE	1
CACNA1G	O43497	8913		TRUE	TRUE	FALSE	TRUE	2
B4GAT1	O43505	11041	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ADAM20	O43506	8748		TRUE	FALSE	FALSE	TRUE	1
SLC26A4	O43511	5172		TRUE	FALSE	FALSE	TRUE	1
KCNQ3	O43525	3786		FALSE	FALSE	TRUE	TRUE	1
CHST10	O43529	9486		FALSE	TRUE	FALSE	FALSE	1
SGCE	O43556	8910	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
RNF13	O43567	11342	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
CA12	O43570	771	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SYT7	O43581	9066		FALSE	TRUE	FALSE	TRUE	1
GALR2	O43603	8811		TRUE	FALSE	FALSE	TRUE	1
HCRTR1	O43613	3061		TRUE	FALSE	FALSE	TRUE	1
HCRTR2	O43614	3062		TRUE	FALSE	FALSE	TRUE	1
PSCA	O43653	8000		TRUE	FALSE	FALSE	TRUE	1
TSPAN6	O43657	7105	2 - putative	TRUE	FALSE	FALSE	TRUE	2
PLPP2	O43688	8612	2 - putative	TRUE	FALSE	FALSE	TRUE	2
SIGLEC6	O43699	946	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ACTN4	O43707	81	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
AP1G1	O43747	164		FALSE	TRUE	FALSE	FALSE	1
OR1F1	O43749	4992		TRUE	FALSE	FALSE	TRUE	1
STX6	O43752	10228		FALSE	TRUE	FALSE	TRUE	1
SLC37A4	O43826	2542		TRUE	FALSE	FALSE	FALSE	1
NRDC	O43847	4898		FALSE	TRUE	TRUE	FALSE	2
CALU	O43852	813	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
CD5L	O43866	922		FALSE	FALSE	TRUE	TRUE	1
SLC28A2	O43868	9153		TRUE	FALSE	FALSE	TRUE	1
OR2T1	O43869	26696		TRUE	FALSE	FALSE	TRUE	1
XPNPEP2	O43895	7512		TRUE	FALSE	FALSE	TRUE	1
TLL1	O43897	7092	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
EXTL3	O43909	2137	2 - putative	FALSE	FALSE	FALSE	FALSE	1
TYROBP	O43914	7305		FALSE	FALSE	TRUE	TRUE	1
EFNA2	O43921	1943		TRUE	FALSE	FALSE	TRUE	1
MFSD11	O43934	79157		TRUE	FALSE	FALSE	FALSE	1
TMPRSS11D	O60235	9407		TRUE	FALSE	FALSE	TRUE	1
ADGRB2	O60241	576		TRUE	FALSE	FALSE	TRUE	1
ADGRB3	O60242	577		TRUE	FALSE	FALSE	TRUE	1
HS6ST1	O60243	9394	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
PCDH7	O60245	5099	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ADCY3	O60266	109	2 - putative	TRUE	FALSE	FALSE	TRUE	2
SUSD5	O60279	26032	1 - high confidence	TRUE	TRUE	FALSE	FALSE	3
LRRC37A3	O60309	374819		TRUE	FALSE	FALSE	FALSE	1
PCDHGA12	O60330	26025	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
FZD6	O60353	8323		TRUE	FALSE	TRUE	TRUE	2
CACNG3	O60359	10368		TRUE	FALSE	FALSE	TRUE	1
GRIN3B	O60391	116444		TRUE	FALSE	FALSE	TRUE	1
OR10H2	O60403	26538		TRUE	FALSE	FALSE	TRUE	1
OR10H3	O60404	26532		TRUE	FALSE	FALSE	TRUE	1
OR7C2	O60412	26658		TRUE	FALSE	FALSE	TRUE	1
OR1I1	O60431	126370		TRUE	FALSE	FALSE	TRUE	1
LY75	O60449	100526664;4065	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
NRP2	O60462	8828	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
DSCAM	O60469	1826		TRUE	FALSE	FALSE	TRUE	1
GPR137B	O60478	7107		TRUE	FALSE	FALSE	TRUE	1
PLXNC1	O60486	10154	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
MPZL2	O60487	10205	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
CUBN	O60494	8029		FALSE	TRUE	TRUE	TRUE	2
STX10	O60499	8677		FALSE	TRUE	FALSE	FALSE	1
NPHS1	O60500	4868		TRUE	FALSE	FALSE	TRUE	1
ADCY9	O60503	115	2 - putative	TRUE	FALSE	FALSE	TRUE	2
SORBS3	O60504	10174		FALSE	TRUE	FALSE	FALSE	1
B4GALT3	O60512	8703	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
GREM1	O60565	26585	1 - high confidence	FALSE	TRUE	TRUE	FALSE	3
PLOD3	O60568	8985	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
TLR5	O60602	7100		TRUE	FALSE	FALSE	TRUE	1
TLR2	O60603	7097	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GFRA3	O60609	2676		TRUE	TRUE	TRUE	TRUE	3
TSPAN1	O60635	10103	2 - putative	TRUE	FALSE	FALSE	TRUE	2
TSPAN2	O60636	10100	2 - putative	TRUE	FALSE	FALSE	TRUE	2
TSPAN3	O60637	10099	2 - putative	TRUE	FALSE	FALSE	TRUE	2
UGT1A9	O60656	54600	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
PLIN3	O60664	10226		FALSE	TRUE	FALSE	FALSE	1
SLC16A7	O60669	9194		TRUE	FALSE	FALSE	TRUE	1
CST8	O60676	10047		FALSE	TRUE	TRUE	FALSE	2
SRPX2	O60687	27286		FALSE	FALSE	TRUE	TRUE	1
ABCC9	O60706	10060		TRUE	FALSE	FALSE	TRUE	1
LPXN	O60711	9404		FALSE	TRUE	FALSE	TRUE	1
GALR3	O60755	8484		TRUE	FALSE	FALSE	TRUE	1
SLC19A2	O60779	10560	2 - putative	TRUE	FALSE	FALSE	TRUE	2
CACNA1F	O60840	778		FALSE	TRUE	FALSE	TRUE	1
GPR37L1	O60883	9283		TRUE	FALSE	FALSE	TRUE	1
RAMP1	O60894	10267		FALSE	TRUE	TRUE	TRUE	2
RAMP2	O60895	10266		TRUE	TRUE	TRUE	TRUE	3
RAMP3	O60896	10268	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CTSV	O60911	1515	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
CTNS	O60931	1497	2 - putative	TRUE	FALSE	FALSE	TRUE	2
SCN2B	O60939	6327	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ERVK-19	O71037;P61572;P63120;Q9WJR5;Q9YNA8			TRUE	FALSE	FALSE	TRUE	1
FCGR3B	O75015	2215	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
LILRA1	O75019	11024	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
LILRB3	O75022	102725035;107987462		TRUE	FALSE	FALSE	TRUE	1
